pollster,sponsors,sponsor_candidate,state,start_date,end_date,sample_size,population,candidate_name,pct,party,url,mode,tracking,partisan,internal,hypothetical
Capitol Weekly,NA,NA,California,2025-02-03,2025-02-07,1200,RV,Antonio Ramón Villaraigosa,3,DEM,https://capitolweekly.net/ca-120-dems-in-a-funk-but-harris-and-newsom-could-still-shine/,NA,FALSE,NA,FALSE,TRUE
Capitol Weekly,NA,NA,California,2025-02-03,2025-02-07,1200,RV,Laphonza Romanique Butler,4,DEM,https://capitolweekly.net/ca-120-dems-in-a-funk-but-harris-and-newsom-could-still-shine/,NA,FALSE,NA,FALSE,TRUE
Capitol Weekly,NA,NA,California,2025-02-03,2025-02-07,1200,RV,Tony K. Thurmond,2,DEM,https://capitolweekly.net/ca-120-dems-in-a-funk-but-harris-and-newsom-could-still-shine/,NA,FALSE,NA,FALSE,TRUE
Capitol Weekly,NA,NA,California,2025-02-03,2025-02-07,1200,RV,Toni G. Atkins,3,DEM,https://capitolweekly.net/ca-120-dems-in-a-funk-but-harris-and-newsom-could-still-shine/,NA,FALSE,NA,FALSE,TRUE
Capitol Weekly,NA,NA,California,2025-02-03,2025-02-07,1200,RV,Rob Bonta,9,DEM,https://capitolweekly.net/ca-120-dems-in-a-funk-but-harris-and-newsom-could-still-shine/,NA,FALSE,NA,FALSE,TRUE
Capitol Weekly,NA,NA,California,2025-02-03,2025-02-07,1200,RV,Rick Caruso,8,DEM,https://capitolweekly.net/ca-120-dems-in-a-funk-but-harris-and-newsom-could-still-shine/,NA,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Xavier Becerra,1.8,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Eleni Kounalakis,2,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Tony K. Thurmond,0.7,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Betty T. Yee,1.1,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Michael Younger,0.2,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Katie Porter,7.7,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Antonio Ramón Villaraigosa,1.9,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Leo S. Zacky,0.3,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Sharifah Hardie,0.9,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Brandon Jones,0.6,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Daniel Mercuri,0.4,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Kyle Langford,1.9,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Butch Ware,0.1,GRE,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Jimmy Parker,1.1,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Stephen J. Cloobeck,1.1,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Chad Bianco,4.2,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Toni G. Atkins,0.7,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Butch Ware,0.3,GRE,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Jimmy Parker,1.4,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Toni G. Atkins,2,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Stephen J. Cloobeck,1.4,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Eleni Kounalakis,2.8,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Tony K. Thurmond,1.6,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Betty T. Yee,2.6,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Michael Younger,0.4,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Xavier Becerra,3,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Katie Porter,12.4,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Chad Bianco,4.3,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Sharifah Hardie,0.4,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Brandon Jones,1,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Daniel Mercuri,0.6,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Kyle Langford,1.8,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,911,LV,Kamala Harris,31.2,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Leo S. Zacky,0,REP,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
Emerson College,"Inside California Politics, The Hill",NA,California,2025-04-12,2025-04-14,899,LV,Antonio Ramón Villaraigosa,4.9,DEM,https://emersoncollegepolling.com/april-2025-california-poll-harris-leads-hypothetical-gubernatorial-primary-50-of-voters-think-she-should-not-run/,Online Opt-In Panel/Text-to-Web,FALSE,NA,FALSE,TRUE
University of California Irvine School of Social Ecology/Truedot,NA,NA,California,2025-05-29,2025-06-04,2000,A,Xavier Becerra,2,DEM,https://issuu.com/ucisocialecology/docs/7-2-2025-uci-oc_poll-4,Online Opt-In Panel,FALSE,NA,FALSE,TRUE
University of California Irvine School of Social Ecology/Truedot,NA,NA,California,2025-05-29,2025-06-04,2000,A,Kyle Langford,2,REP,https://issuu.com/ucisocialecology/docs/7-2-2025-uci-oc_poll-4,Online Opt-In Panel,FALSE,NA,FALSE,TRUE
University of California Irvine School of Social Ecology/Truedot,NA,NA,California,2025-05-29,2025-06-04,2000,A,Eleni Kounalakis,2,DEM,https://issuu.com/ucisocialecology/docs/7-2-2025-uci-oc_poll-4,Online Opt-In Panel,FALSE,NA,FALSE,TRUE
University of California Irvine School of Social Ecology/Truedot,NA,NA,California,2025-05-29,2025-06-04,2000,A,Antonio Ramón Villaraigosa,4,DEM,https://issuu.com/ucisocialecology/docs/7-2-2025-uci-oc_poll-4,Online Opt-In Panel,FALSE,NA,FALSE,TRUE
University of California Irvine School of Social Ecology/Truedot,NA,NA,California,2025-05-29,2025-06-04,2000,A,Kamala Harris,24,DEM,https://issuu.com/ucisocialecology/docs/7-2-2025-uci-oc_poll-4,Online Opt-In Panel,FALSE,NA,FALSE,TRUE
University of California Irvine School of Social Ecology/Truedot,NA,NA,California,2025-05-29,2025-06-04,2000,A,Rick Caruso,9,DEM,https://issuu.com/ucisocialecology/docs/7-2-2025-uci-oc_poll-4,Online Opt-In Panel,FALSE,NA,FALSE,TRUE
University of California Irvine School of Social Ecology/Truedot,NA,NA,California,2025-05-29,2025-06-04,2000,A,Chad Bianco,4,REP,https://issuu.com/ucisocialecology/docs/7-2-2025-uci-oc_poll-4,Online Opt-In Panel,FALSE,NA,FALSE,TRUE
University of California Irvine School of Social Ecology/Truedot,NA,NA,California,2025-05-29,2025-06-04,2000,A,Katie Porter,6,DEM,https://issuu.com/ucisocialecology/docs/7-2-2025-uci-oc_poll-4,Online Opt-In Panel,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Chad Bianco,15,REP,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Tony K. Thurmond,2,DEM,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Toni G. Atkins,4,DEM,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Rick Caruso,6,DEM,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Betty T. Yee,6,DEM,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Eleni Kounalakis,7,DEM,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Antonio Ramón Villaraigosa,9,DEM,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Xavier Becerra,9,DEM,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Steve Hilton,10,REP,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Katie Porter,21,DEM,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
University of California Berkeley Jack Citrin Center for Public Opinion Research/Possibility Lab/TrueDot,"Politico, California Constitution Center at Berkeley Law School",NA,California,2025-07-31,2025-08-12,875,RV,Stephen J. Cloobeck,2,DEM,https://www.politico.com/news/2025/08/21/katie-porter-california-governor-race-poll-00517347,Text/Online Ad/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Sharifah Hardie,0.7,REP,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Steve Hilton,11.8,REP,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Toni G. Atkins,1.5,DEM,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Eleni Kounalakis,2.5,DEM,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Tony K. Thurmond,1,DEM,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Betty T. Yee,1.9,DEM,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Katie Porter,17.6,DEM,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Xavier Becerra,2.7,DEM,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Antonio Ramón Villaraigosa,4.6,DEM,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Stephen J. Cloobeck,2.4,DEM,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Chad Bianco,7.1,REP,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
Emerson College,NA,NA,California,2025-08-04,2025-08-05,1000,RV,Butch Ware,0.6,GRE,https://emersoncollegepolling.com/california-2026-poll/,Online Opt-In Panel/Text-to-Web/Email,FALSE,NA,FALSE,TRUE
